disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy or standards addressing emissions from the jurisdiction's procurement,"col3_Provide a link, if applicable, and highlight any specific action(s) the jurisdiction is implementing to reduce emissions from its own consumption"
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Sustainable_procurement_policy.pdf,"https://www.pkc.gov.uk/media/38287/Sustainable-procurement-policy/pdf/Sustainable_procurement_policy.pdf?m=1479746149220\n\nThis Sustainable Procurement Policy has been developed in line with the\nthree Tayside Councils key Procurement Strategy and in response to the\nScottish Government's Sustainable Procurement Action Plan. The aim of the\nSustainable Procurement Policy is to embed sustainable development\nprinciples (social, economic and environmental) into all procurement within\nthe three Councils and Tayside Contracts.\n\nOur key sustainability objectives\nSustainable procurement can offer whole life cost efficiency, supports our\ncommitment to Corporate Social Responsibility, evidences that we are a\nresponsible public body and can promote health improvements amongst all\nour stakeholders.\nThe Council will, through their procurement activities and using appropriate\nand effective evaluation techniques, strive to:\n Promote use of local products and services\n Create job opportunities for local people, and increase the number\nof apprentices in employment\n Engage effectively with the third sector and SMEs\n Influence the supply chain to promote sustainable procurement\n Reduce greenhouse gas emissions and mitigate the impacts of\nClimate Change\n Increase our use of renewable energy and energy efficient products\n Increase the percentage of reused, recycled and sustainable or\nethically sourced materials, resources and products\n Reduce the percentage of waste to landfill\n\nThe Council's Climate Change Strategy and Action Plan also includes a number of Governance related actions to reduce emissions from purchased goods and services. These include:\nAction G2 - Mainstream climate change into committee procedures and council operations\nAction G8 - Ensure climate change considerations are embedded at the outset of and during the life cycle of strategic planning process.\nAction G10 - Develop tool for whole life carbon decision making\nAction G12 - Identifying a climate change champion in each Service or key Team\nAction G14 - Reduce unnecessary end of year IT purchasing though December 31 spend ban\n"
2025 Disclosure Cycle,779465,CDP,840105,Samdrup Jongkhar Municipality,City,India,Bhutan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840155,Calapan City,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,AIP_CENRO_approved.pdf,N/A
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,공표현황_20250902.xlsx,"Nowon-gu establishes and publishes a Green Product Procurement Implementation Plan within two months of the start of each fiscal year. Beginning in 2025, the district is also providing green procurement training for all departmental purchasing officers. In addition, the jurisdiction is considering the introduction of a green product pre-review system for items purchased through the national procurement platform (Nara Marketplace). If adopted, this system would require review by the environmental department during the contract process, which is expected to increase the overall green product purchase rate."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840195,Laholm Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840313,Municipalidad de Cerro Navia,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Plan-Accion-Comunal-Cambio-Climatico-OK.pdf,"En general en las medidas 6 y 7 del Plan de Acción Comunal de Cambio Climático de Cerro Navia se busca incorporar criterios verdes en las inversiones comunales y en la asignación de recursos presupuestarios, y a su vez establecer criterios de compras públicas sostenibles en la gestión interna del municipio, lo que permitiría a partir del año 2026 poder reducir las emisiones provenientes de la adquisición de bienes y servicios desde el municipio."
2025 Disclosure Cycle,779465,CDP,840492,City of Malolos,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840515,Tangerang Selatan City,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"PERDA 1 TAHUN 2023.pdf,PERDA 1 TAHUN 2023.pdf",
2025 Disclosure Cycle,779465,CDP,840521,City of Denizli,City,UKWW,Türkiye,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Do not know,,
2025 Disclosure Cycle,779465,CDP,840926,Prefeitura de Serra Talhada,City,Latin America,Brazil,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,840927,Prefeitura de São Cristóvão,City,Latin America,Brazil,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,841955,Hammersmith and Fulham London Borough Council,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"WLA Low Carbon Procurement Charter for Supplier Signature.docx,WLA Low Carbon Procurement Charter for Supplier Signature.pdf,WLA Low Carbon Procurement Charter for Supplier Signature.pdf,WLA Low Carbon Procurement Toolkit Part 2.xlsx","In 2022, H&F adopted a low carbon procurement policy establishing general principles for H&F to follow across all our procurement and commissioning activities: https://democracy.lbhf.gov.uk/documents/s119810/WLA%20low-carbon%20procurement%20policy.pdf\n\nWe developed this in collaboration with other boroughs in west London to ensure a consistent approach across the sub-region. The policy is accompanied by a charter for suppliers to sign and a toolkit for officers to use during the tender stage. The toolkit is a self-assessment to help officers think about how their projects, procurements, commissioning, and services align with H&F's net zero carbon target. The charter asks suppliers to set out actions they will take to reduce their organisation's carbon emissions. Both documents encourage procurement officers and account managers to embed climate considerations during the tender stage.\n\nFurthermore, all procurement decision reports and strategies require the author to consider and include Climate Implications, which are signed off by a senior member of the climate team. Decision reports, a key aspect of the council's governance processes, set out the details, reasoning and impacts of a proposed decision or project. Finalised reports are reviewed by Cabinet members and other senior officials before a decision is made. All decision reports setting out procurement strategies require the inclusion of Climate Implications, which officers should determine using a dedicated Climate Implications Toolkit: https://democracy.lbhf.gov.uk/documents/s122999/Appendix%204.pdf \nThis seeks to ensure that climate change impacts are considered when the council procures goods and services."
2025 Disclosure Cycle,779465,CDP,841976,Dhulikhel Municipality,City,India,Nepal,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,842167,Sakarya,City,UKWW,Türkiye,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,847922,Junta Municipal de Medio Ambiente Lagunas (JIMAL),City,Latin America,Mexico,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,848122,Alajuela,City,Latin America,Costa Rica,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,848125,Oreamuno,City,Latin America,Costa Rica,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Programa_Anual_Compras Sostenibles.xlsx,https://www.oreamuno.go.cr/articulo/106/gestion-ambiental
2025 Disclosure Cycle,779465,CDP,848126,La Democracia,City,Latin America,Guatemala,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,848135,San Pedro de la Paz,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,848568,"Metropolitan Council, Twin Cities",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"https://metrocouncil.org/Planning/Climate/Climate-Action-Work-Plan.aspx. The Metropolitan Council is committed to reducing operational emissions with the goal of carbon neutrality through multiple strategies, including making buildings more energy efficient, purchasing and generating renewable energy, transitioning government fleets to electric and alternative fuel vehicles, and attempting energy and resource recovery from wastewater treatment. \n\nThe Met Council reports annually to the Minnesota Office of Enterprise Sustainability about our procurement practices. We procure pool fleet vehicles through the state cooperative contract, in which we are required to purchase electric or hybrid vehicles if they can fulfill the purpose of the vehicle and only purchase internal combustion vehicles if a reasonable EV or hybrid is not available. \n\nThe Council also has a program to procure used products. Metro Transit has a refurbish and vendor exchange program in place and has found significant sustainability savings by refurbishing in house or having outside vendors rebuild and repair unserviceable parts. Our Wastewater Treatment plants utilize auctions to buy products and will also auction items to be reused instead of being trashed. \n\nIn terms of office supplies and janitorial products, the Council purchases paper that is certified by the Forest Stewardship Council (FSC) or the Sustainability Forestry Initiative (SFI) and is at least 30% recycled. Our vendor Toshiba provides high-yield toners for all devices. The Council also purchases janitorial paper products that are certified by the Sustainability Forestry Initiative (SFI)."
2025 Disclosure Cycle,779465,CDP,848950,Ushuaia,City,Latin America,Argentina,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Do not know,,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,
2025 Disclosure Cycle,779465,CDP,854042,Metropolitan Municipality of Milan,City,Europe,Italy,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,welsh-public-sector-net-zero-carbon-reporting-guide.pdf," Welsh Government has set an ambition for the public sector in Wales to be Carbon Neutral by 2030. This includes measuring and reducing Scope 3 activities including Purchased Goods and Services. The 10 Local Authorities that make up the City Region, along with other public bodies such as Health Boards are annually reporting consumption emissions using the Welsh Government guidance and methodology. Work is ongoing to both improved reporting methodologies to ensure reductions in emissions from PG&S can be captured and dedicated efforts with supply chains to reduce emissions are acknowledged.\nAs a statutory public body, CCR CJC are also preparing their own operational carbon footprint this year to report into Welsh Government for the FY25 period. This includes an assessment of Purchased Goods and Services. The annual (voluntary) public sector reporting categories required by Welsh Government include; Scope 1, 2 and 3 (Purchased goods and services, business travel, staff commuting, waste and water).\nThe footprint prepared for FY25 will form the basis of a Carbon Reduction Plan for Cardiff Capital Regions own activities, including engagement with suppliers to reduce the impact of emissions from purchased goods and services. \n"
2025 Disclosure Cycle,779465,CDP,859097,Yamato City,City,Japan,Japan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,物品の調達時に、環境への負荷が少ない物品等を優先的に購入する「グリーン購入」を実施しています。\nhttps://www.city.yamato.lg.jp/material/files/group/24/R7green.pdf\n
2025 Disclosure Cycle,779465,CDP,860640,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),City,Latin America,Mexico,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"Inköps- och upphandlingsstrategi.pdf,Miljöplan 2023-2030.pdf","Järfälla's Environmental plan 2023-2030 has a target for decreased climate impact from procurement. The target states that procured transports shall be powered by renewable energy to 80 percent by 2025 and 95 percent by 2030.\n\nThe environmental plan also states that when procuring goods, services and contracts within the municipality and companies, relevant climate and environmental requirements at an advanced level shall be set. Environmental, human health, animal welfare, social and labor law aspects shall always be taken into account with regard to the purpose of the procurement. \n\nFurthermore, Järfälla also has a purchasing and procurement strategy that further specifies how sustainability aspects should be taken into account in procurement and purchasing."
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,862480,Ibarra,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,862673,"City of Selkirk, MB",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,862909,"Blaine County, ID",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,862946,Manta,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,862948,Municipalidad de Sucre,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,MEMO_DCGC_473592_0075__11-04-2025__.pdf,
2025 Disclosure Cycle,779465,CDP,863190,Renca,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,863201,Sanggau Regency,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Laporan Akhir IGRK - Draft.pdf,"The Sanggau Regency Government, through the Sanggau Regency Environmental Agency, is preparing a Greenhouse Gas Inventory Document, which is an activity to periodically obtain data and information on the level, status, and trends of changes in GHG emissions from various energy sources and their absorption. This document was prepared with the involvement of various stakeholders and considering the characteristics, emission potential, and priorities of regional development plans."
2025 Disclosure Cycle,779465,CDP,863202,Trenggalek Regency,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,863206,Langsa City,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,863224,East Central Florida Regional Planning Council,City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Compiled All Strategies and Actions FINAL.docx,"There are several actions included in the R2C's drafted strategies and actions for the CCAP that recommend emission-reducing procurement strategies for our partners. E.g. alternative fuel and EV fleet procurement, green purchasing measures and deliberate material sourcing in local procurement policies."
2025 Disclosure Cycle,779465,CDP,863405,"City of Boca Raton, FL",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,863419,"Town of New Glasgow, NS",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,Our procurement policy is under review for an update that would prioritize procurement locally. 
2025 Disclosure Cycle,779465,CDP,863469,San Bernardo,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,863470,Lago Agrio (Nueva Loja),City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,863533,San Antonio,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,866887,"City of Bexley, OH",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,866900,Delicias,City,Latin America,Mexico,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,884005,Dhaka South City,City,India,Bangladesh,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Public-Procurement-Rules-2008-English.pdf,https://oldweb.lged.gov.bd/UploadedDocument/ProcurmentPlan/Public-Procurement-Rules-2008-English.pdf
2025 Disclosure Cycle,779465,CDP,895653,North Minahasa,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,895654,Segamat,City,South East Asia & Oceania,Malaysia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,895681,Majlis Bandaraya Iskandar Puteri,City,South East Asia & Oceania,Malaysia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,895694,Municipalidad de Quilicura,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,900978,Manzanillo,City,Latin America,Cuba,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Creating-a-competitive-carbon-neutral-circular-economy-in-York-and-North-Yorkshire.pdf,"The document titled “Creating a competitive carbon neutral circular economy in York and North Yorkshire” explores how York and North Yorkshire are going to work toward transforming the jurisdictions into supporting circular and local economies. It aims to help develop a thriving economy that creates business opportunities, a sustainable environment and social wellbeing, by keeping products and materials in use; eliminating waste and pollution; and regenerating natural systems. The Council's procurement team are also working collaboratively with suppliers to deliver efficiencies, value for money and sustainable quality through a proactive commercial approach to procurement and commissioning for communities. The procurement strategy is cross cutting, assessing all areas of the Council and how they can all work together to achieve the Council's plan for a sustainable future."
2025 Disclosure Cycle,779465,CDP,918239,City of Reșița,City,Europe,Romania,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,918254,Skellefteå Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,MILJ-O~1.PDF,"Skellefteå municipality has an established goal to reduce emissions from procurement through its Environmental and Climate Programme, specifically Milestone Goal 2: \'Use procurement for efficient resource use and reduced environmental and climate impact.\' This goal aims to minimize hazardous substances in procured goods, services, and contracts, and to increase the share of circular purchases.\n\nTo support this, the municipality has implemented a sustainability analysis for all investments over SEK 20 million, where climate impacts during both construction and operational phases must be addressed. This ensures that emission reductions are considered early in procurement and investment planning.\n\nA comprehensive climate analysis shows that indirect emissions from procurement, particularly construction and service contracts, constitute the majority of municipal emissions. Therefore, reducing emissions from purchased goods and services is a strategic priority in achieving Skellefteå's climate neutrality goal by 2030."
2025 Disclosure Cycle,779465,CDP,918264,Municipality of Ilion,City,Europe,Greece,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"Though we do not have a specific strategy or standards for reducing emissions from the jurisdiction's procurement and purchase of goods and services, the competent municipal department for procurements and purchase of goods/ services is conducting annually two competitive bidding processes to reduce waste materials concerning a) \'Removal by sale of waste materials (SCRAP) from the construction sites of Ilion Municipality and b) sale of abandoned vehicles."
2025 Disclosure Cycle,779465,CDP,918366,City of Gradiška,City,Europe,Bosnia and Herzegovina,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,918783,City of Békéscsaba,City,Europe,Hungary,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,918804,City of Budaörs,City,Europe,Hungary,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,918805,City of Ajka,City,Europe,Hungary,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,919723,Alvesta Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Inkops-och-upphandlingspolicy.pdf,Policy for purchasing and procurement \n\nhttps://www.alvesta.se/wp-content/uploads/2023/08/Inkops-och-upphandlingspolicy.pdf\n\nThe municipality's departments and companies' procurements shall contribute to sustainable development with low environmental impact. Procurements carried out shall work to ensure that the municipality's strategic direction and decisions made regarding environmental considerations are fulfilled. Procurements carried out shall in a relevant manner follow the environmental and climate strategy adopted by the municipal council with the associated action plan.\n\n\nThe municipality corporation is working to update its purchasing policy and guidelines.
2025 Disclosure Cycle,779465,CDP,919724,Gällivare Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,919730,Lambeth Council,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,923490,Frutillar,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,924780,City of Butuan,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"CPMD-Green-Public-Procurement-v2.pdf,MEALS-AND-SNACKS-4.xlsx","The City Government of Butuan through the City Procurement Management Department strictly impose the \'No straws, no plastic/disposable cups in the coffee/tea station, no plastic stirrers policy\' as stipulated in the PROCUREMENT TECHNICAL REQUIREMENTS AND CONDITIONS for all the procurement request under trainings, conference and etc."
2025 Disclosure Cycle,779465,CDP,929491,Municipalidad de San Lucas Sacatepéquez,City,Latin America,Guatemala,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,929627,Lima Puluh Kota Regency,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,929630,Pasaman Regency,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
