disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Use of carbon credits,col2_Identify target,col3_Emissions purchased/sold (metric tonnes CO2e),col4_Verified to which standard,col5_Outline the crediting period and country(ies)/area(s) where offsetting efforts are or will be taking place,col6_Comment
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,not now
2025 Disclosure Cycle,779465,CDP,862504,Posadas,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,ninguno
2025 Disclosure Cycle,779465,CDP,862505,Cheltenham Borough Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not currently offset emissions.\n
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",2,Row 2,Other: We will need to offset to achieve our net zero target. There has been no decision yet as to how this will take place but we are exploring insetting (offsetting within the boundaries of the local authority),Target 1,3488,Not yet verified,Not known yet. The offsets will most probably take place within the UK after 2030. ,Offsetting will occur after 2030.\n
2025 Disclosure Cycle,779465,CDP,862673,"City of Selkirk, MB",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Other: Future corporate net-zero target offset credits.,Target 1,0,Gold Standard,2030\n,"We do not currently sell or purchase carbon credits. However, the city plans to use its greenhouse gas reserve fund derived from its Greenhouse Gas Accountability By-law to purchase carbon credits in 2030 to offset any residual emissions to meet its net-zero target."
2025 Disclosure Cycle,779465,CDP,862760,"City of Oxford, OH",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Our community has a clean energy aggregation program and the city has a PPA for municipal use. The energy suppliers do purchase RECs to offset community consumption. This is included separately in our GHG inventory
2025 Disclosure Cycle,779465,CDP,862814,"South-East Region of Ireland (Kilkenny, Carlow, Wexford, and Waterford Counties)",City,Europe,Ireland,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Not applicable
2025 Disclosure Cycle,779465,CDP,862909,"Blaine County, ID",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions purchased from outside of the boundary,Target 1,141000,Do not know,We plan on purchasing renewable energy from our utility through their renewable energy credit system. All energy is typically generated within the mountain west region but very little if any is generate within our jurisdiction.,"The success of this relies on the persuasive power of markets. We are hoping that by increasing the demand of renewable energy from our utility, the utility will be encouraged to produce more energy from renewable resources."
2025 Disclosure Cycle,779465,CDP,862932,"Superior, CO",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions purchased from outside of the boundary,Target 3,230,Climate Action Reserve,"reporting period: 1/1/2024-12/31/2024; Oklahoma, USA",These credits were purchased in 2025 to offset our 2024 natural gas usage as a municipal entity.
2025 Disclosure Cycle,779465,CDP,862953,"District of North Vancouver, BC",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We have considered the use of carbon credits.
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,La municipalidad actualmente no tiene planeado venta o compra de bonos carbono.
2025 Disclosure Cycle,779465,CDP,863190,Renca,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Actualmente en la comuna de Renca, no se compran ni venden transacciones de creditos de carbono."
2025 Disclosure Cycle,779465,CDP,863201,Sanggau Regency,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The Greenhouse Gas (GHG) inventory in Sanggau Regency is underway, with the Environmental Agency (DLH) and the Regional Development Planning Agency (Bappeda) of Sanggau Regency participating in a workshop on the GHG to increase understanding of this activity. While specific details regarding the inventory results are not yet available, this activity aims to collect data and information on GHG emissions and their sinks in Sanggau for monitoring and management. In support of sustainable development, the Sanggau Regency Environmental Agency will compile a greenhouse gas inventory document in 2024."
2025 Disclosure Cycle,779465,CDP,863202,Trenggalek Regency,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"We are still in the early stages of preparing the carbon economic value process, for example preparing feasibility studies, mitigation action plan documents and others."
2025 Disclosure Cycle,779465,CDP,863224,East Central Florida Regional Planning Council,City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No plan to use carbon credits in any function in the near term. For the long term target it is likely the use of carbon credits may be used to cover remaining emissions to reach net zero. This has not been confirmed or outlined with our partners to date. 
2025 Disclosure Cycle,779465,CDP,863405,"City of Boca Raton, FL",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The City has no plan to buy credits. 
2025 Disclosure Cycle,779465,CDP,863407,"Town of Durham, NH",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The Town of Durham does not have any plans in place to explore carbon credits.
2025 Disclosure Cycle,779465,CDP,863412,"City of Tumwater, WA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,"Other: we purchase credits as an organization, but our goal is communitywide",,,,,
2025 Disclosure Cycle,779465,CDP,863419,"Town of New Glasgow, NS",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,863533,San Antonio,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No hay planes de utilizar bonos de carbono
2025 Disclosure Cycle,779465,CDP,866887,"City of Bexley, OH",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,866890,"City of Prairie Village, KS",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"While carbon credits are not purchased, RECS are purchased to help to offset emissions associated with energy usage."
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,867355,Junagadh,City,India,India,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,894049,San José de la Esquina,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,ninguno\n
2025 Disclosure Cycle,779465,CDP,895653,North Minahasa,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,895653,North Minahasa,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",2,Row 2,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,895654,Segamat,City,South East Asia & Oceania,Malaysia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,895681,Majlis Bandaraya Iskandar Puteri,City,South East Asia & Oceania,Malaysia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Carbon credits are not available in Iskandar Puteri area.
2025 Disclosure Cycle,779465,CDP,895694,Municipalidad de Quilicura,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,917883,Brecon Beacons National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,917886,Broxtowe Borough Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Where we cannot decrease emissions through mitigation, our strategy acknowledges that we need to capture and store them to reach net zero. Our strategy currently focuses on sequestration via natural processes and protecting carbon stores rather than purchasing carbon credits. To mitigate carbon emissions using capture and storage we will: Encourage the use of farming techniques to store carbon in the landscape such as regenerative agriculture, tree, hedgerow, and soil management. Increase new carbon storage capacity, through the number of trees and hedgerows planted and protected and ensure North Yorkshire has the skilled workforce to manage the increased treescape. There is also potential to develop kelp forests in the marine environment. Preserve existing carbon stores such as peatlands and mature trees, including carbon storage of 'fallen timber'. Support regional partners to develop large scale carbon capture technology and projects around the Humber estuary and at our Energy from Waste plant.\n\nThe council's LINC programme is investigating options to use the market for using natural capital for interventions such as carbon sequestration."
2025 Disclosure Cycle,779465,CDP,917931,Region of Powys,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,918254,Skellefteå Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Skellefteå municipality aims to achieve its climate targets through direct local emission reductions, guided by the municipal Climate Contract 2030 and a local carbon budget. The focus is on structural transformation, electrification, renewable energy, sustainable transport, and behavioral change within the jurisdiction, rather than offsetting emissions elsewhere."
2025 Disclosure Cycle,779465,CDP,918264,Municipality of Ilion,City,Europe,Greece,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,918366,City of Gradiška,City,Europe,Bosnia and Herzegovina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The City of Gradiška does not currently purchase or sell carbon credits from outside the jurisdiction or target boundary. at present, the city focuses on implementing local measures to reduce greenhouse gas emissions within the jurisdiction as defined in the SECAP. There are no immediate plans to engage in carbon credit markets, but the option may be considered in the future depending on national policy developments and available mechanisms."
2025 Disclosure Cycle,779465,CDP,918783,City of Békéscsaba,City,Europe,Hungary,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Not relevant for us
2025 Disclosure Cycle,779465,CDP,918804,City of Budaörs,City,Europe,Hungary,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,918805,City of Ajka,City,Europe,Hungary,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"However, the City of Ajka aims to involve carbon crediting to get more funds to implement SECAP-related measures in the future."
2025 Disclosure Cycle,779465,CDP,919095,City of London (City),City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not currently purchase or sell offset credit transactions but recognise they might need to play a part in the future.
2025 Disclosure Cycle,779465,CDP,919723,Alvesta Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Alvesta municipality don't use it
2025 Disclosure Cycle,779465,CDP,919724,Gällivare Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,919730,Lambeth Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,924872,"Colón, Entre Rios",City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,ninguno
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Our municipality does not use carbon credits from outside its jurisdiction within the scope of its current reduction targets. However, in the long term, it may be open to using credits from voluntary or mandatory markets in parallel with the development of national carbon markets."
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"As part of our future climate strategies, we may review this approach depending on the development of carbon markets and regulatory frameworks. However, there are currently no plans to buy or sell carbon credits."
2025 Disclosure Cycle,779465,CDP,930248,Prefeitura de Jandaíra,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,930254,Thua Thien Hue Province,City,South East Asia & Oceania,Viet Nam,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions generated within the boundary and sold,Target 1,10300000,Other: World Bank's Forest Carbon Partnership Facility (FCPF) under the national REDD+ program,"Crediting Period\nUnder the Emission Reductions Payment Agreement (ERPA) with the Forest Carbon Partnership Facility (FCPF), the relevant timeframe is:\n•\tCrediting Period: 2018 to 2024, during which emission reductions are monitored and verified.\n•\tThe scope aligns with Vietnam's national development plans, spanning cycles 2016-2020 and 2021-2025.\nCrediting Area\n•\tThe program covers six provinces under Vietnam's North Central Region Emission Reductions Program, which includes Thừa Thiên Huế among the targeted areas for emissions reduction and carbon sequestration efforts.\n•\tThe total jurisdictional area includes natural forest cover, with projects focused on REDD+ interventions—that is, preventing deforestation and degradation, as well as promoting afforestation and improved forest management.\nThe offsetting efforts in Thua Thien Hue are taking place within the province's forest lands, as part of a collective effort with a group of provinces in the North Central region of Vietnam.\n•\tJurisdictional Area: Thua Thien Hue is one of six provinces in Vietnam's North Central region participating in the World Bank's Forest Carbon Partnership Facility (FCPF) program. This is a jurisdictional-level REDD+ program, meaning the crediting is based on the emission reductions from the entire region, not just individual projects. The other five provinces are Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, and Quang Tri.\n•\tSpecific Locations: Within Thua Thien Hue, the offsetting efforts are focused on the province's natural and planted forests. The activities that contribute to carbon credits include:\no\tReduced Deforestation and Forest Degradation (REDD+): Protecting existing natural forests from being cleared or degraded.\no\tSustainable Forest Management: Implementing practices that enhance the health and carbon stock of forests.\no\tAfforestation and Reforestation (ARR): Planting new trees on previously non-forested land to increase carbon sequestration.\n\n","What the North-Central ERP is\n•\tA jurisdictional REDD+ program under the World Bank's FCPF Carbon Fund, governed by an Emission Reductions Payment Agreement (ERPA) signed Oct 22, 2020. The ERPA envisioned up to 10.3 million tCO₂e in results over a six-year period starting in 2018, for US$51.5 million in results-based payments. \nWhere it operates (and Hue's place in it)\n•\tCountry & region: Viet Nam's North Central Region across six provinces — Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Bình, Quảng Trị, and Thừa Thiên Huế (Hue) — with an ERP accounting area focused on ~2.9 million ha of natural forests. \n•\tHue's ERP area: Hue is explicitly inside the ERP boundary. Provincial implementation is led by each Provincial People's Committee; Hue's eligible forest for ERPA payments was reported at ~204,022 ha (2023). \nWhat activities/results are credited\n•\tThe ERP credits reductions in deforestation/degradation and enhancement of forest carbon stocks (REDD+) achieved within the six-province landscape. Independent verification under the FCPF framework confirms results before payment. Viet Nam received a US$51.5 million payment for verified ERs on Mar 21, 2024. \nProgram timeline & monitoring\n•\tThe ERP's first verified reporting covered 2018-2019 (documented in the program's First ER Monitoring Report). Subsequent reporting covers later years within the ERPA window.\nGovernance & benefit sharing (how Hue participates)\n•\tProgram entity & coordination: The Viet Nam Forest Protection and Development Fund (VNFF) coordinates nationally and with provinces; provinces (including Hue) oversee on-the-ground implementation and benefit distribution per the Benefit-Sharing Plan (BSP). \n"
2025 Disclosure Cycle,779465,CDP,930254,Thua Thien Hue Province,City,South East Asia & Oceania,Viet Nam,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",2,Row 2,Offset credit transactions generated within the boundary and sold,Target 2,176000,Other: FCPF Carbon Fund Methodological Framework (MF),"Crediting period\n•\t2018-2019 (surplus ERs from the first reporting period of the North-Central ERP). The Government's Resolution explicitly states “giai đoạn 2018-2019”; World Bank/FCPF documents confirm the ERP's first reporting period as 2018-2019 (the ER-MR covers 01-02-2018 to 31-12-2019). \nCountry(ies) / area(s) where offsetting efforts take place\n•\tCountry: Viet Nam.\n•\tJurisdictional program area: the North Central Region (ERP accounting area) covering six provinces: Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Bình, Quảng Trị, and Thừa Thiên Huế (Hue). (This is the ERP boundary used for MRV and credit generation.) \n•\tEmphasis—Hue's ERP area: Thừa Thiên Huế is explicitly within the ERP jurisdiction; the Government's Sep-2025 Resolution tasks the provincial People's Committees in the North-Central region—including Huế—to coordinate implementation under the ERPA. \n•\tEcosystem scope/hectares: Under the ERPA, the World Bank cites ~2.9 million ha of natural forests across these six provinces as the program's core accounting area for results-based payments. \nContext for this particular transfer\n•\tThe 1.0 Mt transferred in Sep-2025 is drawn from a surplus pool (reported ≈5.91 Mt of ERs from 2018-2019 beyond what was already paid), and is transacted under the 2020 ERPA with IBRD (FCPF Carbon Fund). \nBottom line: The extra 1,000,000 tCO₂e credits come from verified 2018-2019 REDD+ results within the North-Central ERP—including Thừa Thiên Huế (Hue)—with activities and MRV entirely inside Viet Nam's North Central Region as defined by the program. \n","What was approved\n•\tOn 29 Aug 2025, the Government issued Resolution 261/NQ-CP authorizing the transfer of 1.0 million tCO₂e from the North-Central ERP (surplus from 2018-2019) to the World Bank's IBRD under the existing ERPA (signed 22 Oct 2020). The Resolution notes that ≈95% of the transferred credits will be returned to Viet Nam to serve the NDC, and the unit price and other terms follow the ERPA. \n•\tThe Government News portal's write-up of the resolution reiterates the 1.0 Mt transfer, the 5.91 Mt surplus pool, and the ~95% return clause. \nWhere those credits come from (program scope)\n•\tThe North-Central ERP is a jurisdictional REDD+ program covering six provinces, including Thừa Thiên Huế, aimed at reducing deforestation/degradation and enhancing forest carbon stocks. \n•\tCoverage includes natural forests (broadleaf evergreen) and plantation forests; press coverage of the 1-million-tonne transfer specifically mentions plantation-forest ERs within the region. \n•\tEarlier, Viet Nam received US$51.5m for verified ERs from this same ERP in March 2024, confirming the program's MRV and payments pipeline. \nHue's ERP area\n•\tHue is explicitly part of the ERP jurisdiction. The Government's news note on Resolution 261 tasks provincial authorities in the North-Central region to coordinate implementation and lists “Hue” among those provinces. (Hue's inclusion is clear; some write-ups enumerate five provinces, while World Bank ERP documents specify six provinces for the program overall) \n•\tWithin the ERP, Hue's forest estate (both natural and plantation areas) is inside the accounting boundary for ERs; key conservation areas tied to cross-border biodiversity corridors include the Sao La (saola) Nature Reserve in Thừa Thiên Huế, which sits within the ERP landscape. \n•\tHue's provincial agencies have been implementing ERP components locally (e.g., benefit-sharing plan consultations/trainings in 2020), underscoring that ERs and resulting payments/benefits are generated and distributed down to Hue-level stakeholders in line with the national BSP. \n\nHow the 1.0 Mt relates to Hue\n•\tThe 1.0 Mt is a national transfer from the multi-province ERP pool (surplus ERs from 2018-2019). It includes ERs generated within Hue's ERP area, but the transaction does not allocate “credits by province.” Actual financial flows back to provinces (including Hue) are governed by the ERP's Benefit-Sharing Plan after the buyer pays under the ERPA. \n"
2025 Disclosure Cycle,779465,CDP,930332,"City of Orillia, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,930753,Yeoncheon County,City,South East Asia & Oceania,Korea (The Republic of),Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,931095,Lake District National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Other: SPV Nature Gain Credits,Target 1,0,Verified Carbon Standard,This has been modelled in our feasibility study to create a water finance credit called Carbon Credit+. We plan to claim for 30 years of carbon credit and then hand the woodland and its benefits over to the landowner for a further 70 years\n\nIn addition carbon markets are being explored and being developed through the Cumbria Nature Gains special purpose vehicle. \n\nWe are seeking for both mechanisms to attract carbon credit purchase from outside the boundary of the national park.,
2025 Disclosure Cycle,779465,CDP,931104,City of Leh,City,India,India,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,931111,South Downs National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We are not currently looking to purchase carbon credits of off-sets for the National Park Authority as an organisation - until such time as we have achieved the emission reductions we have planned across our estate and operations.\n\nFor the National Park as an area we are developing a local woodland carbon and BNG credit market. This is working with local landowners and farmers to identify land that can be planted or woodland areas that can be extended. This will generate carbon credits that can be sold both inside and outside the National Park boundary. 
2025 Disclosure Cycle,779465,CDP,2012299,Warwick District Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,None
2025 Disclosure Cycle,779465,CDP,2012301,Broads National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Our Net-zero target presumes any offsetting activity will be within the Jurisdictional Boundary. \n\nWe have explored carbon credits as a means of raising finance for peatland restoration in the Broads, which may in the future include the possibility of selling credits outside of the boundary. \n\nCurrent organisations we have discussed nature for climate financing with are based locally. "
2025 Disclosure Cycle,779465,CDP,2012303,Dartmoor National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We are not currently looking to purchase carbon credits of off-sets for the National Park Authority as an organisation
2025 Disclosure Cycle,779465,CDP,2012305,Exmoor National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,2012306,Loch Lomond and the Trossachs National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,n/a
2025 Disclosure Cycle,779465,CDP,2012307,New Forest National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No further comment
2025 Disclosure Cycle,779465,CDP,2012308,North York Moors National Park Authority,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We currently have no plans to use offsetting to meet are mitigations for place nor the organisation.
