disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Electricity consumption (MWh),col2_Heating and cooling consumption (MWh),col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,0,2023,Tidak ada perhitungan
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,173745,0,2023,Sudah dilaporkan
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,0,0,2023,Tidak ada data
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),10606.4,0,2022,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,7149.8,0,2022,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,12737.2,0,2022,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,1429.7,0,2022,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,80.3,0,2022,"Se precisa que no se esta considerando el sector de minero metalurgico, el mismo que tiene una representación de 17 857.5 GWh, asimismo las unidades de todos los datos proporcionados se encuentran en unidades GWh"
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,2090.3,0,2022,
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),1169271.77,4389253.71,2022,"Data from 2022 municipal energy balance. In the field \'Heating and cooling consumption\', every energy consumption in the sector is included (except for electricity), without considering the energy use (natural gas + oil products + coal + renewable sources)"
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,5857727.2,2532145.38,2022," Data from 2022 municipal energy balance. In the field \'Heating and cooling consumption\', every energy consumption in the sector is included (except for electricity), without considering the energy use (natural gas + oil products + coal + renewable sources). A complete disaggregation between Commercial and Institutional is not available for \'Heating and cooling consumption\', so both sectors have been reported in aggregated form here."
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,586807.07,1742291.03,2022,"Data from 2022 municipal energy balance. Consumption for urban waste and wastewater treatment included here. In the field \'Heating and cooling consumption\', every energy consumption in the sector is included (except for electricity), without considering the energy use (natural gas + oil products + coal + renewable sources)"
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,8559.92,0,2022,"Data from 2022 municipal energy balance. In the field \'Heating and cooling consumption\', every energy consumption in the sector is included (except for electricity), without considering the energy use (natural gas + oil products + coal + renewable sources). \'Heating and cooling consumption\' included under \'Household/Residential\' since a disaggregation is currently not possible"
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,1127620.96,12881180.55,2022,"Data from 2022 municipal energy balance. Includes both road and non-road transport. In the field \'Heating and cooling consumption\', every energy consumption in the sector is included (except for electricity), without considering the energy use (natural gas + oil products + coal + renewable sources)"
2025 Disclosure Cycle,779465,CDP,31171,City of Madrid,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,2888967.29,0,2022,"Data from 2022 municipal energy balance. The \'Electricity consumption\' field includes consumptions associated to the public administration activity, public services and streetlights. In the field \'Heating and cooling consumption\', every energy consumption in the sector is included (except for electricity), without considering the energy use (natural gas + oil products + coal + renewable sources). Heating and cooling consumption included under \'Household/Residential\' since a disaggregation is currently not possible"
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),3441000,,2022,Se considera que el consumo reportado incluye el que se utiliza para calefacción y refrigeración
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,1776029,,2022,Se considera que el consumo reportado incluye el que se utiliza para calefacción y refrigeración
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,4762647,,2022,Se considera que el consumo reportado incluye el que se utiliza para calefacción y refrigeración
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,604,,2022,Se considera que el consumo reportado incluye el que se utiliza para calefacción y refrigeración
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,795831,,2022,Se considera que el consumo reportado incluye el que se utiliza para calefacción y refrigeración
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,1100889,,2022,Se considera que el consumo reportado incluye el que se utiliza para calefacción y refrigeración
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),1202562,5021381,2023,"heating and cooling data are referred to heating only, not to cooling"
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,3846399,2336283,2023,"heating and cooling data are referred to heating only, not to cooling"
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,342749,24451,2023,"heating and cooling data are referred to heating only, not to cooling"
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,0,2023,"included in the industrial sectorheating and cooling data are referred to heating only, not to cooling"
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,343860,0,2023,"heating and cooling data are referred to heating only, not to cooling"
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,132776,275822,2023,"heating and cooling data are referred to heating only, not to cooling"
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),3717938.91,2137774.53,2023,"TOTAL RESIDENTIAL = 7,589,385.662 Heat consumptions (except electricity breakdown):•4,750,801,488 MWh Gas,•2,137,774537MWh urban heat,•619,192 MWh fuel,•81,617 MWh liquid petrol."
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,7293012.102,2411047.729,2023,"TOTAL COMMERCIAL = 7,569,432,954 Heat consumptions (except electricity breakdown):•3,794,520,620 MWh gas, •1,986,432.729 MWh urban heat,•1,234,209.583 MWh fuel,•129,655.022 liquid petrol.• Cold consumptions : 424,615 MWh urban cold."
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,5120614.4,6676865.03,2023,Heat consumptions:•100% urban gas
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,1201922,245989,2023,Heat consumptions:•100% urban gas
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,0,0,,Not available for 2023\n
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,202000,340750,2023,"Heat consumptions = 340,750 MWh (except electricity): • 185,800 MWh Gas; • 151,900 MWh urban heat ; • 400 MWh fuel ; • Cold consumptions : 2,500 MWh"
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),5672350.9,0.0,2024,A refrigeração é feita nas edificações usando eletricidade geralmente. 
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,5860328.2,0.0,2024,A refrigeração é feita nas edificações usando eletricidade geralmente. 
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,1767982,0.0,2024,
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,130,0,2024,
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,393757,0.0,2024,
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,2014899.1,0,2024,"Inclui outras esferas governamentais como estadual e federal, além da municipal"
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),644100,1897128,2023,"Energy for cooling is included in electricity consumption , energy for heating in natural gas and through city heat distribution networks. Source: https://klimaatmonitor.databank.nl/ data code \'elwoningen\', \'warmwontier2\', \'gaswoningen\'"
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,1941530,1101244,2023,"Source: https://klimaatmonitor.databank.nl/ data code \'gascomdv\', \'elcomdv\' . In the 2024 disclosure cycle the electricity consumption for this sector was erroneously reported as 20023238 MWh. The correct value for 2022 is 2023238."
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,3523347,23894765,2023,"Source: https://klimaatmonitor.databank.nl/ calculated from data code \'gasbcdef\',\'elekbcdef\',\'vbrzg_afval\',\'vbrze_afval\' \n"
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,15752,216644,2023,"Source: https://klimaatmonitor.databank.nl/ data code \'vbrzg_a\',\'vbrze_a\'"
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,0,0,2023,No data available for the transport sector.
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,46811,587448,2023,"Water supply and waste collection source: https://klimaatmonitor.databank.nl/ data code \'vbrzg_afval\',\'vbrze_afval\' "
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),1337379.322,,2022,We were unable to obtain heating/cooling data as it is not something that the City of San Francisco tracks.
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,2503987.4,,2022,Industrial sector building electricity consumption is included in the Commercial sector number. We were unable to obtain heating/cooling data as it is not something that the City of San Francisco tracks.
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,,,,Industrial sector building electricity consumption is included in the Commercial sector number. We were unable to obtain heating/cooling data as it is not something that the City of San Francisco tracks. 
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,,,,Agricultural sector electricity consumption is not delineated/identifiable in datasets. We were unable to obtain heating/cooling data as it is not something that the City of San Francisco tracks. 
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,336122.601,,2022,Transportation-related electricity consumption is estimated due to the lack of San Francisco-specific data from agencies operating in a larger area compared to the city's jurisdiction.\nWe were unable to obtain heating/cooling data as it is not something that the City of San Francisco tracks. 
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,771057.903,,2022,We were unable to obtain heating/cooling data as it is not something that the City of San Francisco tracks.
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),,,,"Esses dados são produzidos pela companhia responsável pela distribuição de eletricidade na cidade de São Paulo, a Enel Distribuição São Paulo. Os dados não são de acesso público. "
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,,,,"Esses dados são produzidos pela companhia responsável pela distribuição de eletricidade na cidade de São Paulo, a Enel Distribuição São Paulo. Os dados não são de acesso público. "
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,,,,"Esses dados são produzidos pela companhia responsável pela distribuição de eletricidade na cidade de São Paulo, a Enel Distribuição São Paulo. Os dados não são de acesso público. "
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,,,,"Esses dados são produzidos pela companhia responsável pela distribuição de eletricidade na cidade de São Paulo, a Enel Distribuição São Paulo. Os dados não são de acesso público. "
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,,,,"Esses dados são produzidos pela companhia responsável pela distribuição de eletricidade na cidade de São Paulo, a Enel Distribuição São Paulo. Os dados não são de acesso público. "
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,,,,"Esses dados são produzidos pela companhia responsável pela distribuição de eletricidade na cidade de São Paulo, a Enel Distribuição São Paulo. Os dados não são de acesso público. "
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),2062116.39,10355851.97,2022,
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,1652846.22,3303057.77,2022,
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,3236940.52,194953.41,2022,
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,,,,NE
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,241649.51,,2022,
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,,2433559.12,2022,IE - electricity in Commercial sector
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),14692966,,2023,
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,29153018,,2023,
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,1552170,,2023,
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,19802,,2023,
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,,,,We have no data on trasnport.
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,3801000,,2023,
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),3549890,,2023,"Includes on-site consumption by registered SSEG systems. The drop relative to 2022 was caused both by an increase in customer installed small-scale embedded generation (SSEG) and a sharp increase in the scheduled rotational shedding of load imposed by the national system operator, totaling 6 335 hours (105% higher compared to 2022), due to a lack of available capacity."
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,43566314,,2023,"Excluding local government operations but including other spheres of government. Includes on-site consumption by registered SSEG systems. The drop relative to 2022 was caused both by an increase in customer installed small-scale embedded generation (SSEG) and a sharp increase in the scheduled rotational shedding of load imposed by the national system operator, totalling 6 335 hours (105% higher compared to 2022), due to a lack of available capacity. "
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,1289251,,2023,"Includes on-site consumption by registered SSEG systems. The drop relative to 2022 was caused both by an increase in customer installed small-scale embedded generation (SSEG) and a sharp increase in the scheduled rotational shedding of load imposed by the national system operator, totaling 6 335 hours (105% higher compared to 2022), due to a lack of available capacity."
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,259472,,2023,Only includes agriculture in the Eskom supply area. Agriculture in the City of Cape Town supply area is included in Commercial consumption. The large difference between the 2022 (47 296 MWh) and 2023 figures is the availability of a new data source that provided better estimation of consumption in Eskom supply areas. 
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,0.0,,2023,"The passenger rail system in Cape Town is operated by a national utility, Metrorail. Annual passenger trips decreased from over 170 million in 2015 to less than 50 million in 2018. Reporting was thereafter unclear until the system collapsed completely during COVID. An extensive rail renewal program has however largely rehabilitated the system station by station and line by line. After the first stations reopened in late 2022, about 10 million passenger trips had been supplied in Cape Town in 2023 with rapid growth. A very rough estimate using historical data suggests an electricity consumption of around 15,000 MWh which is a tiny percentage of demand so, as this is unverified, rail electricity consumption was reported as 0 with the service likely to be significant again in the 2024 reporting year."
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,357961,,2023,"Includes on-site consumption by registered SSEG systems. This only applies to local government operations, not all spheres of government within the jurisdiction. Local government facilities and streetlights on both networks are included. "
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),,,,Not estimated
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,,,,Not estimated
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,,,,Not estimated
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,,,,Not estimated
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,,,,Not estimated
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,,,,Not estimated
