disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total quantity of food procured (tonnes),col2_Breakdown of procured food by food group,col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,831999,Municipalidad de Monteverde,City,Latin America,Costa Rica,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,No contamos con datos al respecto. 
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0.0,n/a,,This data is not available. 
2025 Disclosure Cycle,779465,CDP,834094,City of Ligao,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,,,no data with regards to the food weight procured.
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,식품군별 조달 식품의 내역 없음,2024,"도봉구는 공공 소유 운영 시설의 식품 조달은 개별 시설별로 구매 조달하고, 공공구매로 조달하지 않아 공공구매 식품의 총량에 대해 통계를 가지고 있지 않음"
2025 Disclosure Cycle,779465,CDP,834161,Kinmen County Government,City,China,East Asia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,Nono,,Nono
2025 Disclosure Cycle,779465,CDP,834273,Municipality of Lautaro,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,No se tiene información,2025,Nuestra comuna no tiene un desglose detallado de esa información. 
2025 Disclosure Cycle,779465,CDP,834347,Seberang Perai Municipal Council,City,South East Asia & Oceania,Malaysia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,6509.91,organic waste from public market,2024,Food waste such as vegetables collected throughout Seberang Perai
2025 Disclosure Cycle,779465,CDP,834382,City of Trollhättan,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1382,,2024,The amount of food is collected from the food purchasing system used by the public catering kitchens. These kichen produse lunch for all public schools and all meals in public retirement home.
2025 Disclosure Cycle,779465,CDP,834515,Şanlıurfa Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,50000,There is no exact data.,2023,No available data. Food procurement amount is roughly estimated.
2025 Disclosure Cycle,779465,CDP,838937,Mersin Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,5000,Ther is no exact data,2023,No available data. Food procurement amount is roughly estimated.
2025 Disclosure Cycle,779465,CDP,838939,Kocaeli Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,There is no data available within our province's boundaries for this.,2024,There is no data available within our province's boundaries for this.
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,,No se compran alimentos
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,600,"Arroz, Frijol, Aceite, Avena, Sal, Condimentos, Galletas, Cereales, Pastas, Azúcar ",2025,"La municipalidad realiza 4 entregas al año a 6,000 familias vulnerables dentro de los proyectos de adaptación el cambio climático. "
2025 Disclosure Cycle,779465,CDP,839669,Municipio de San Jose,City,Latin America,Guatemala,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,"Los alimentos los proporciona el gobierno por medio de los comedores solidarios, ",2025,Esta parte la atiende el gobierno central por medio de los comedores solidarios donde sirven comida caliente
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,lack of data to respond - due to the high number of purchasing organisations
2025 Disclosure Cycle,779465,CDP,840105,Samdrup Jongkhar Municipality,City,India,Bhutan,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,,The data is not available for the procured food at national or city level.
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1906,"575 Tonnes (13,679 Beneficiaries): Children between 6 months to 3 years \n23.1 Tonnes (385 Beneficiaries): Malnutrioned children between 6 months to 3 years\n13 Tonnes (522 Beneficiaries): Malnutrioned children between 3 years to 6 years\n115 Tonnes (4787 Beneficiaries): Pregnant, Lactating women \n377 Tonnes (7850 Beneficiaries): Adolescent females between 15 to 18 years\n803 Tonnes (11125 Beneficiaries): Hot Cook Meal (HCM) 2 meals a day for children between 3 years to 6 years",2024,This food is procured under \n1. Take Home Ration (THR) and \n2. Hot Cook Meal (HCM) components of the Integrated Child Development Scheme (ICDS) of Government of India. \n
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,| Food group | Approx. % of total | Estimated tonnes |\n| -------------------- | ------------------ | ---------------- |\n| Grains & root crops | 35 % | \\~13 t |\n| Vegetables & legumes | 20 % | \\~7 t |\n| Fruits | 15 % | \\~5 t |\n| Meat & poultry | 15 % | \\~5 t |\n| Fish & seafood | 10 % | \\~4 t |\n| Dairy & eggs | 5 % | \\~2 t |\n,2024,"Data reflect combined procurement for municipal feeding programs (day-care centers, senior citizen feeding), public schools' School-Based Feeding Program (SBFP), Rural Health Unit nutrition interventions, and food items purchased for disaster relief. Figures are estimates; Del Carmen is working with MAFO, MSWD, and DepEd to institute a standardized food-procurement reporting system to enable more precise tracking in future CDP disclosures."
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0.2296,1~2 types of seasonal fruits\n,2025,"Fruits were not purchased but donated by supporting organizations and distributed to 47 local child and youth centers. In 2025, a total of 60 distributions of 1-2 types of seasonal fruits were carried out, reaching 1,312 beneficiaries, with each individual receiving approximately 150-200g of fruit per distribution."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,63,Rice - 7000 kg\n\nBulgur - 5000 kg\n\nHaricot bean - 5000 kg\n\nChickpeas - 5000 kg\n\nRed Lentils - 1000 kg\n\nKidney Beans - 1500 kg\n\nVermicelli - 1800 kg\n\nPasta - 2000 kg\n\nInstant Soup - 500 kg\n\nSemolina - 500 kg\n\nStarch - 250 kg\n\nCooking Oil 18 L - 500 tin\n\nTomato Paste 5 kg - 500 pcs\n\nPeas 5 kg - 500 pcs\n\nMixed Canned Food 5 kg - 200 pcs\n\nGranulated Sugar - 2000 kg\n\nSugar Cube 1 kg - 6000 pcs\n\nGreen Lentils - 1500 kg\n\nVanilla (pack of 5) - 20 packs\n\nFlour - 2000 kg\n\nOlive Oil 5 L - 20 pcs\n\nFruit Juice (1/5) - 30000 pcs\n\nSalt - 1000 kg\n\nOlives - 250 kg\n\nCheese 17 kg - 20 tins\n\nPickles 18 kg - 80 tins\n\nLemon Juice 1 L - 80 pcs\n\nMargarine 250 g - 2000 pcs\n\nTahini Halva - 3000 kg\n\nKemalpaşa Dessert - 300 packs\n\nTea 1 kg - 3000 pcs\n\nDried Apricots - 300 kg\n\nPicnic Honey - 10000 pcs\n\nPicnic Butter - 10000 pcs\n\nPicnic Jam - 10000 pcs\n\nChili Pepper - 30 kg\n\nRed Pepper Powder - 30 kg\n\nThyme & Mint - 30 kg\n\nBlack Pepper - 30 kg,2025,An approximate annual tonnage calculation of the food items used within the Tepebaşı Municipality soup kitchen has been provided.
2025 Disclosure Cycle,779465,CDP,840313,Municipalidad de Cerro Navia,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,416.7,"Abarrotes: arroz, fideos, harina, azúcar, aceite, sal, enlatados, salsas, condimentos.\n\nCarnes: vacuno, cerdo, pollo, cordero.\n\nCecinas: jamón, salame, mortadela.\n\nComida preparada: platos listos, ensaladas envasadas, rotisería.\n\nCongelados: verduras congeladas, papas fritas, empanadas, pizzas, helados.\n\nEmbutidos: longanizas, chorizos, vienesas.\n\nEscolar: colaciones, galletas, jugos individuales, barras de cereal.\n\nFrutas: manzana, plátano, naranja, uva, etc.\n\nFrutos secos: nueces, almendras, maní, mix deshidratado.\n\nHigiene: jabón, pasta dental, champú, toallas higiénicas.\n\nHogar: limpieza, detergentes, bolsas de basura.\n\nLácteos: leche, yogurt, queso, mantequilla.\n\nLegumbres: porotos, lentejas, garbanzos, arvejas.\n\nLíquidos: agua, bebidas, jugos, cervezas, vino.\n\nMascotas: alimentos balanceados, snacks, arena (gatos).\n\nOtros: productos que no encajan en otras categorías.\n\nPanadería: pan, queques, bollería.\n\nPescados: fresco, en conserva, congelado.\n\nRepostería: harina preparada, chocolate, levadura, decoración.\n\nVegano: hamburguesas vegetales, tofu, bebidas vegetales.\n\nVerduras: tomate, lechuga, zapallo, cebolla, etc.\n\nVestuario: ropa, accesorios.",2024,
2025 Disclosure Cycle,779465,CDP,840521,City of Denizli,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,Data could not be accessed,2023,Data could not be accessed
2025 Disclosure Cycle,779465,CDP,840926,Prefeitura de Serra Talhada,City,Latin America,Brazil,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,310.202,"Grupo Alimentar\nCarboidratos - 56,3507\nProteínas - 158,7524\nLipídeos - 2,31\nVitaminas e Minerais- 90,48\nCondimentos/Temperos - 2,3089\nTotal (t)310,202\n\nNo decorrer de 7 meses desse ano.\n\n",2025,Esses dados equivalem somente ao quantitativo de alimentos destinados as cozinhas comunitárias e programas de segurança alimentar advindos da secretaria de assistencia social nos ultimos 7 meses deste ano. Não contando para tal o quantitativo advindo das escolas e creches da jurisdição.
2025 Disclosure Cycle,779465,CDP,841955,Hammersmith and Fulham London Borough Council,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,Hammersmith and Fulham Council doesn't collect data on the total amount of food procured.
2025 Disclosure Cycle,779465,CDP,848122,Alajuela,City,Latin America,Costa Rica,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,"No se cuenta con datos para poder completar lo solicitado.\nA nivel de centro educativos, el Ministerio de Educación Pública, gestiona los fondos para los alimentos así como el tipo"
2025 Disclosure Cycle,779465,CDP,848125,Oreamuno,City,Latin America,Costa Rica,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1,alimentos propios de actividades de capacitación ,2025,Actividades propias de capacitacion
2025 Disclosure Cycle,779465,CDP,848126,La Democracia,City,Latin America,Guatemala,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,2024,"En Guatemala se trabaja por medio de comedores solidarios donde se reparten 20,000 raciones al año y en la Democracia funciona uno administrado por el La entidad principal que trabaja con el programa de Comedores Solidarios de Guatemala es el Ministerio de Desarrollo Social (Mides). El Mides es la encargada de implementar y expandir la red de comedores sociales en todo el país para garantizar la seguridad alimentaria de las poblaciones más vulnerables. "
2025 Disclosure Cycle,779465,CDP,848568,"Metropolitan Council, Twin Cities",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,N/A\n,2025,"The Metropolitan Council is a regional, not municipal, government. It does not own or operate facilities such as schools, hospitals, shelters, etc. As such, it does not retain data on food procurement."
2025 Disclosure Cycle,779465,CDP,848950,Ushuaia,City,Latin America,Argentina,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,no tenemos estos datos
2025 Disclosure Cycle,779465,CDP,850585,Municipality of Ambato,City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,"Cereales (como arroz, maíz y trigo): alrededor de 50 toneladas, que representan la principal fuente de carbohidratos.\n\nLegumbres (frijoles, lentejas): aproximadamente 10 toneladas, que aportan proteínas vegetales.\n\nVerduras y hortalizas (zanahoria, tomate, cebolla, entre otras): cerca de 80 toneladas.\n\nFrutas (manzanas, plátanos, fresas, etc.): alrededor de 60 toneladas.\n\nCarnes (res, pollo, cerdo): aproximadamente 30 toneladas, fuente importante de proteína animal.\n\nLácteos (leche, quesos, yogures): cerca de 20 toneladas.\n\nAceites y grasas (aceite vegetal para cocción): alrededor de 5 toneladas.\n\nAzúcares y otros (azúcar, sal, condimentos): cerca de 10 toneladas.",2024,"El desglose aproximado de la adquisición de alimentos en Ambato para instalaciones públicas muestra una distribución equilibrada y orientada a cubrir las necesidades nutricionales básicas de la población atendida. La mayor cantidad corresponde a cereales y verduras, lo que garantiza una adecuada provisión de carbohidratos y micronutrientes esenciales. Las legumbres y carnes aportan las proteínas necesarias, mientras que los lácteos complementan con calcio y otros nutrientes clave. La inclusión de frutas, aceites y azúcares completa una oferta alimentaria variada y balanceada. Este enfoque refleja un compromiso con la seguridad alimentaria y la salud pública en espacios como escuelas, hospitales y centros comunitarios, asegurando una alimentación integral y sostenible para los beneficiarios."
2025 Disclosure Cycle,779465,CDP,854042,Metropolitan Municipality of Milan,City,Europe,Italy,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,2022,CMM has no competence on food policy. No data available
2025 Disclosure Cycle,779465,CDP,859097,Yamato City,City,Japan,Japan,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,NE
2025 Disclosure Cycle,779465,CDP,860640,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),City,Latin America,Mexico,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,No se tienen esos datos
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,2024,"Within Järfälla's school, preschool and elderly care, approximately 15,000 meals are served per day. Unfortunately, there are no available statistics for the weight of these meals.\n"
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,257982,"Warehouse Capacity of the NTB Regional Logistics Agency (Bulog)\n\nAccording to reports, the current warehouse capacity of the NTB Regional Logistics Agency (which includes Sumbawa) is approximately 257,982 tons.\nkabarsumbawa.com\n\nHowever, this is the total warehouse capacity of the NTB regional office, not the specific capacity of the warehouses in Sumbawa Regency alone.\n\nSpecific Warehouse Capacity of Bulog Sumbawa\n\nAccording to local media reports, Bulog Sumbawa has a warehouse capacity of approximately 23,000 tons, while rice stocks have reached 25,000 tons, meaning there is an excess capacity of ~2,000 tons.\nSamawa Rea\n\nThis is likely the capacity of local warehouses in Sumbawa (sub-divisions or branches), but the number of warehouses or the capacity of each warehouse is not detailed.",2025,"Warehouse Capacity of the NTB Regional Logistics Agency (Bulog)\n\nAccording to reports, the current warehouse capacity of the NTB Regional Logistics Agency (which includes Sumbawa) is approximately 257,982 tons.\nkabarsumbawa.com\n\nHowever, this is the total warehouse capacity of the NTB regional office, not the specific capacity of the warehouses in Sumbawa Regency alone.\n\nSpecific Warehouse Capacity of Bulog Sumbawa\n\nAccording to local media reports, Bulog Sumbawa has a warehouse capacity of approximately 23,000 tons, while rice stocks have reached 25,000 tons, meaning there is an excess capacity of ~2,000 tons.\nSamawa Rea\n\nThis is likely the capacity of local warehouses in Sumbawa (sub-divisions or branches), but the number of warehouses or the capacity of each warehouse is not detailed."
2025 Disclosure Cycle,779465,CDP,862480,Ibarra,City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,180,no se dispone de esta información,2020,Este dato corresponde al 2020 de el comedor municipal que acoge a 300 personas vulnerables
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,We do not have access to this data.,2025,We do not have access to this data.\n
2025 Disclosure Cycle,779465,CDP,862673,"City of Selkirk, MB",City,North America,Canada,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,2024,N/A\n
2025 Disclosure Cycle,779465,CDP,862909,"Blaine County, ID",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,Unfortunately we do not have data on food procured for government operations.
2025 Disclosure Cycle,779465,CDP,862946,Manta,City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,No se posee datos de alimentos adquiridos para las instalaciones del gobierno municipal.
2025 Disclosure Cycle,779465,CDP,862948,Municipalidad de Sucre,City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,No se dispone de datos
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,No disponemos de la información\n,2025,No disponemos de la información\n
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,33.584,No existen datos sobre el la distribución de comidas por grupo.,2023,"Cada colegio municipal en Lo Barnechea incluye un programa llamado PAE (Programa de Alimentación Escolar), el cual busca ofrecer alimentos a estudiantes que lo necesiten por sus condiciones socioeconomicas. Hay 9 colegios municipales, de los cuales, mensualmente reciben un total de 4198 raciones dobles (desayuno y almuerzo). Según esos datos, se calculó las toneladas anuales de comida que se procuraron para el año 2023"
2025 Disclosure Cycle,779465,CDP,863190,Renca,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,No tenemos esta información.,2025,No tenemos esta información.
2025 Disclosure Cycle,779465,CDP,863201,Sanggau Regency,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,78.278,"Rice Production by Sub-district (ha), 2024",2024,"In the agricultural sector, there has been an increase in the production of several key commodities, such as rice, chilies, and rubber, reflecting efforts to intensify and extend agriculture in this region. Oil palm plantations remain a leading sector, contributing significantly to the regional economy. However, there are challenges in sustainably managing natural resources, particularly related to land expansion and the efficient use of water and fertilizer. Furthermore, the development of horticulture also shows a promising trend, with increased production of vegetables and fruits, which could encourage food diversification and improve community food security."
2025 Disclosure Cycle,779465,CDP,863202,Trenggalek Regency,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,94.172,rice,2025,-
2025 Disclosure Cycle,779465,CDP,863206,Langsa City,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,132,"The Langsa City Government, through the Department of Food, Agriculture, Maritime Affairs, and Fisheries, regularly organizes the Affordable Food Market (PPM) or Affordable Food Fair (GPM) programs.\n\nSome examples of quantities provided at these events:\n\nMay 28, 2024\nCheap Food Market at Merdeka Square:\n\nRice: 9 tons\nSugar: 1.3 tons\nCooking oil: 1,040 liters\nEggs: 450 sticks\nRed chilies: 250 kg\nBird's peppers: 200 kg\nShallots: 250 kg\nGarlic: 200 kg\nChicken: 200 kg\nFish/shrimp/crab/squid: 220 kg\n\nDecember 14, 2024\nCheap Food Fair ahead of Christmas and New Year:\n\nRice: 9,000 kg (9 tons)\nSugar: 1,300 kg (1.3 tons)\nCooking oil: 1,040 liters\nEggs: 446 sticks",2024,"The Langsa City Government actively distributes large quantities of rice through the Government Rice Reserve (CBP) program: approximately 121 tons (2023) and 132 tons (May 2024).\n\nIn addition, the Low-Cost Food Market/Food Fair regularly provides various food commodities (rice, sugar, oil, eggs, meat, vegetables) on a daily or per-event basis—for example, 9 tons of rice, 1.3 tons of sugar, and others.\n\nThe total amount of food (other than rice) can vary depending on the needs of each event and the scale of distribution."
2025 Disclosure Cycle,779465,CDP,863224,East Central Florida Regional Planning Council,City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,,,n/a
2025 Disclosure Cycle,779465,CDP,863470,Lago Agrio (Nueva Loja),City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,No disponemos de información.
2025 Disclosure Cycle,779465,CDP,866887,"City of Bexley, OH",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1,"There is no information available for food procured for municipal facilities, and the city government is does not oversee food procurement in the schools. There are no hospitals, prisons, shelters etc. within city limits. ",,
