disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Installed capacity (MW)^,"col2_If you have no installed capacity data to report, please select a notation key to explain why^",col3_Annual generation (MWh)^,"col4_If you have no generation data to report, please select a notation key to explain why^",col5_Year data applies to,col6_Comment
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,146.6,,119097,,2023,Source: https://www.gov.uk/government/statistics/regional-renewable-statistics
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Estimated (NE),,Not Estimated (NE),,This data is not available in the data sets. 
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0.0,Not Occurring (NO),0.0,Not Occurring (NO),2023,"The WMCA area has no installed capacity for hydro, mostly because it is a heavily urbanised, land-locked conurbation. "
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0.02,,,Not Estimated (NE),2023,Source: https://www.gov.uk/government/statistics/regional-renewable-statistics\n\nGeneration too low to register without revealing individual generators.
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),100.3,,76026,,2023,*Source: https://www.gov.uk/government/statistics/regional-renewable-statistics\nThese calculations include municipal solid waste and plant biomass.
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0.0,Not Estimated (NE),0.0,Not Estimated (NE),,This data is not available in the data sets. 
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,39.1,,88793,,2023,"*Source: https://www.gov.uk/government/statistics/regional-renewable-statistics\n\nThis is the combined total of Anaerobic digestion, sewage gas and landfill gas."
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,7.28,,22097,,2023,"2023년 말 현재 7,283kW의 태양광이 설치되어 있음\n\nhttps://www.knrec.or.kr/biz/pds/statistic/view.do?no=390"
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0.15,,209.34,,2023,2023년 말 현재 150kW의 태양열이 설치 되어 있음\n\nhttps://www.knrec.or.kr/biz/pds/statistic/view.do?no=390
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0,Not Occurring (NO),0,Not Occurring (NO),2023,2023년 말 현재 수력 전기 설비는 없음.
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0,Not Occurring (NO),0,Not Occurring (NO),2023,2023년 말 현재 풍력 설비는 없음.
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Estimated (NE),28505.13,,2023,"2023년 말 현재 도봉구 바이오메스는 바이오디젤, 성형탄, 임산연료 등으로 설치용량은 추정할 수 없음.\n\nhttps://www.knrec.or.kr/biz/pds/statistic/view.do?no=390"
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,4.97,,9443.56,,2023," 2023년 현재 4,966 kW 의 지열이 설치되어 있음.\n\nhttps://www.knrec.or.kr/biz/pds/statistic/view.do?no=390"
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0.18,,,Not Estimated (NE),2024,2023년 말 현재 수소연룔전지 177kW가 설치되어 있음\n\nhttps://ebook.dobong.go.kr/ecatalog5.asp?Dir=507
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,0,Not Occurring (NO),0,Not Occurring (NO),2021,La energía solar y eólica que distribuye la empresa eléctrica de Guatemala corresponde al 8.97 % 
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Occurring (NO),0,Not Occurring (NO),2021,No se cuentan con datos pues no existe en la matriz energética de Guatemala
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0,Not Occurring (NO),0,Not Occurring (NO),2021,La energía hidráulica que distribuye la empresa eléctrica de Guatemala corresponde al 51.15 % del total de le energía que distribuye 
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0,Not Occurring (NO),0,Not Occurring (NO),2021,La energía solar y eólica que distribuye la empresa eléctrica de Guatemala corresponde al 8.97 % 
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),0,Not Occurring (NO),0,Not Occurring (NO),2021,El total de energía por biomasa que distribuye la empresa eléctrica de Guatemala corresponde al 11.24 % 
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2021,El total de energía térmica que distribuye la empresa eléctrica de Guatemala corresponde al 1.38 %
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Occurring (NO),0.0,Not Occurring (NO),2021,No existe otra fuente 
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,22806.78,,20219480,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned.\n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Occurring (NO),0,Not Occurring (NO),2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned.\n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,2103.5,,6234500,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned.\n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,14235.73,,25440940,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned.\n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),129.85,,107620,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned.\n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned.\n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Estimated (NE),0,Not Estimated (NE),2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned.\n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,22806.78,,20219480,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. \n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Occurring (NO),0,Not Occurring (NO),2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. \n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,2103.5,,6234500,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. \n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,14235.73,,25440940,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. \n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),129.85,,107620,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. \n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. \n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Estimated (NE),0,Not Estimated (NE),2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. \n\nSource: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)\n"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,12.56,,11864,,2023,The jurisdiction plans to increase the budget to support the expansion of private solar PV adoption.
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Occurring (NO),,Not Occurring (NO),2023,Measurement is not applicable as there is no occurrence.
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,,Not Occurring (NO),,Not Occurring (NO),2023,Measurement is not applicable as there is no occurrence.
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,,Not Occurring (NO),,Not Occurring (NO),2023,Measurement is not applicable as there is no occurrence.
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Occurring (NO),,Not Occurring (NO),2023,Measurement is not applicable as there is no occurrence.
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,,Not Occurring (NO),,Not Occurring (NO),2023,Measurement is not applicable as there is no occurrence.
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,11.91,,16949,,2023,"Nowon-gu utilizes waste heat from the Nowon Resource Recovery Facility (incineration plant) to generate electricity and supply district heating, with a generation capacity of 9.5 MW and an annual output of 16,899 MWh.\n\nIn its First Carbon Neutrality and Green Growth Basic Plan, the jurisdiction identifies directions such as expanding distributed energy resources and introducing hydrogen fuel cells, although these remain at the planning stage. Currently, Nowon-gu operates a fuel cell power facility with a capacity of 2.414 MW and an annual generation of 50 MWh."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,0.1,,196.38,,2025,"The installed capacity data has remained unchanged since 2022, while the annual production reflects the data obtained as of July 2025."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Occurring (NO),0,Not Occurring (NO),2025,-
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0,Not Occurring (NO),0,Not Occurring (NO),2025,-
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0,Not Occurring (NO),0,Not Occurring (NO),2025,-
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),0,Not Occurring (NO),0,Not Occurring (NO),2025,-
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2025,-
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Occurring (NO),0,Not Occurring (NO),2025,-
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,,Confidential (C),16365.00781,,2022,Os dados se referem a energia injetada na rede.
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Occurring (NO),,Not Occurring (NO),,
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,,Not Occurring (NO),,Not Occurring (NO),,
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,,Not Occurring (NO),,Not Occurring (NO),,
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Estimated (NE),,Not Occurring (NO),,
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,,Not Occurring (NO),,Not Occurring (NO),,
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,,Not Occurring (NO),,Not Occurring (NO),,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,99.45,,115.2474,,,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,1984.4,Confidential (C),,,,
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,,Not Estimated (NE),,,,"Não projetada, pois o município não realizou este estudo. E nem achou nenhum orgão que realizou ele.\n"
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Estimated (NE),,,,"Não projetada, pois o município não realizou este estudo. E nem achou nenhum orgão que realizou ele."
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,,Not Estimated (NE),,,,"Não projetada, pois o município não realizou este estudo. E nem achou nenhum orgão que realizou ele."
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,,Not Estimated (NE),,,,"Não projetada, pois o município não realizou este estudo. E nem achou nenhum orgão que realizou ele."
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Estimated (NE),,,,"Não projetada, pois o município não realizou este estudo. E nem achou nenhum orgão que realizou ele."
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,,Not Estimated (NE),,,,"Não projetada, pois o município não realizou este estudo. E nem achou nenhum orgão que realizou ele."
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,,Not Estimated (NE),,,,"Não projetada, pois o município não realizou este estudo. E nem achou nenhum orgão que realizou ele."
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,455,,417700,,2023,https://statswales.gov.wales/Catalogue/Environment-and-Countryside/Energy/lowcarbonenergygeneration-by-localauthority-technology
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,4,Confidential (C),2643,,2023,"There are 1307 recorded projects across the region, no data is available on actual installed capacity although generation output is available."
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,1,Confidential (C),3272,,2023,"We know there are 23 installed projects in CCR, generating an annual estimated output of 2831MWhe, however, there in a data gap on MW installed capacity."
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,311,,762876,,2023,Onshore and Offshore Wind
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),152,,581753,,2023,"This covers Biomass (504 installed projects with 89MWth installed capacity generating 268,778 MWth in 2023) and Biomass CHP (14installed projects with capacity of 43Mwe and 9MWth generating 222405Mwe and 48,007MWth in 2023)"
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Estimated (NE),0,Not Estimated (NE),2023,No data available on installed geothermal in the region.
