disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Data availability,col2_Response (in unit specified),col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,839572,Putrajaya City,City,South East Asia & Oceania,Malaysia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,Not applicable in Putrajaya
2025 Disclosure Cycle,779465,CDP,839572,Putrajaya City,City,South East Asia & Oceania,Malaysia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,26533.317,2024,source: Indah Water Konsortium Sdn Bhd
2025 Disclosure Cycle,779465,CDP,839572,Putrajaya City,City,South East Asia & Oceania,Malaysia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,Data not available for Putrajaya
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,62050,2022,Estos datos los arroja el Estudio de prefactibilidad realizado por la Mancomunidad Sureña MASUR
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),,,,Aun no se genera energía con residuos
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,6480.0,2022.0,Según estudio realizado recientemente en los municipios de MASUR
2025 Disclosure Cycle,779465,CDP,839669,Municipio de San Jose,City,Latin America,Guatemala,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,77213.0,2018,Son las toneladas que según el inventario se generan dentro del municipio.
2025 Disclosure Cycle,779465,CDP,839970,San Justo (Argentina),City,Latin America,Argentina,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,7854.36,2024,ninguno
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,85341,2024,
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,44.6,2024,
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,49.6,2024,
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,27.11,2024,
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,0.48,2024,
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,30.9,2024,
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,1098,2024,"1098 tonnes separately collected food waste (commercial). As per the Scottish Environment Protection Agency, mixed garden and food waste collections have a 75/25 split, therefore food waste co-mingled with garden would total 3341.75 tonnes."
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,Data is not available to report
2025 Disclosure Cycle,779465,CDP,840105,Samdrup Jongkhar Municipality,City,India,Bhutan,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,763.531,2024,
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,85775,2024,"Daily Waste Generation: 235 Tonnes Per Day\n\nPlease refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan\n\nDaily Waste Generation: 260 Tonnes Per Day \nHence, annual Waste Generation: 94,900 Tonnes (March 2025)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,0,2024,300 TPD Waste to Energy Plant through PPP mode is under construction \n\nPlease refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,86,2024,"Please refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan\n\nDaily Inert Generation (diverted to Landfill): 15 TPD\nHence, approx. 94% waste is being diverted away from landfill (March 2025)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,22,2024,Please refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,6.5,2024,Please refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,60,2024,Please refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,32165.62,2024,"Please refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan\n\nTotal 155 TPD organic waste generation\nHence, 56,575 Tonnes/Year organic waste produced (March 2025)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,49640,2024,"Please refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan\n\nApproximately 152 MLD wastewater generated \nHence, 55,480 million litres wastewater generated / year (March 2025)"
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,85,2024,"Please refer to Section 3.4 of the Bhavnagar Climate Resilient City Action Plan\n\n144.2 MLD treatment capacity is available for the 152 MLD wastewater generated.\nHence, 95% wastewater safely treated to atleast secondary level (March 2025)"
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,130560.5,2021,-
2025 Disclosure Cycle,779465,CDP,840131,Tiruchirappalli City Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,171550.0,2022,The city has completed a detailed report for submission to the state and central governments under the SBM 2.0 scheme as part of the SBM City Level Action Plan.
2025 Disclosure Cycle,779465,CDP,840134,Tirunelveli Municipal Corporation,City,India,India,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,83996,2021.0,City's waste generation based on 415 grams per capita standard followed by city for 2021-22
2025 Disclosure Cycle,779465,CDP,840155,Calapan City,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,13.76,2015,
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,470.55,2024,Data is based on the WACS 2024
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,n/a
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,82.43,2024,Data is based on the WACS 2024
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,44.93,2024,Data is based on the WACS 2024
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,44.93,2024,Data is based on the WACS 2024
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,n/a
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,37.5,2024,Data is based on the WACS 2024
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,2748.45,2024,Data is based on the number of households in the jurisdiction.
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,1.22,2024,Data is based on the siphoning conducted of the City.
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,4.5,2023,Waste Management for Siargao is getting more support with the ADB Resiliency Academy and Rockefeller Foundation. LGU Del Carmen is leading the workshop to identify what we can do together as a community and with a grant to manage waste while waiting for the Philippine Solid Waste Management Program funding.
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,0,2024,"Municipality currently has no waste-to-energy operations; focus is on composting, recycling, and barangay-level segregation."
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,30,2024,"Diversion through barangay MRFs, backyard composting, and plastics buy-back initiatives."
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,20,2024,"Diversion through barangay MRFs, backyard composting, and plastics buy-back initiatives."
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,5,2024,"Reuse of glass bottles, eco-bricks, and upcycled materials in community projects."
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,40,2024,Barangay ordinances mandate segregation; compliance varies by household and sitio.
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,350,2024,Mostly from households and public markets; some is composted at barangay MRFs.
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,500,2024,No centralized sewerage; majority is domestic septic tank effluent.
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,15,2024,Only establishments with their own STPs meet secondary treatment; most households rely on primary septic tanks.
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,485231,2023,"Solid Waste Generation in Nowon-gu\n\nThe average daily generation of solid waste in Nowon-gu amounts to 1,329.4 tons. Of this total, 1,153.0 tons are recycled, 82.8 tons are landfilled, 92.6 tons are incinerated, and 1.1 tons are treated through other methods. This distribution highlights the district's strong reliance on recycling, while also indicating the role of landfill and incineration as supplementary waste management approaches.\n\nSource : https://data.seoul.go.kr/dataList/374/S/2/datasetView.do"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,6.96,2023,"Waste-to-Energy Processing in Nowon-gu\n\nIn Nowon-gu, solid waste is treated at the Nowon Resource Recovery Facility, which has a processing capacity of up to 800 tons per day. The facility employs a stoker-type incineration system with waste heat recovery, ensuring both effective waste disposal and energy utilization. The recovered energy is used to supply electricity and heat to adjacent apartment complexes, thereby contributing to local energy efficiency and resource circulation.\n\nSource : https://data.seoul.go.kr/dataList/374/S/2/datasetView.do"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,86.82,2023,"In Nowon-gu, 6.23% of the average daily solid waste is landfilled, 6.96% is incinerated, and 0.083% is managed through other treatment methods\n\nSource : https://data.seoul.go.kr/dataList/374/S/2/datasetView.do"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,86.75,2023,"Recycling Rate of Diverted Solid Waste in Nowon-gu\n\nAccording to municipal-level reporting for 2020, the average daily generation of solid waste in Nowon-gu was 1,329.4 tons, of which 1,153.0 tons were recycled. This corresponds to a recycling rate of 88.13% of the diverted solid waste, underscoring the district's strong emphasis on resource recovery and sustainable waste management.\n\nSource : https://data.seoul.go.kr/dataList/374/S/2/datasetView.do"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,0,2023,"The data aggregates reuse and recycling without distinction, and therefore the proportion of solid waste that is specifically reused cannot be reported. Therefore, the rate of reuse has been determined to be 0%"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,100,2023,"In Nowon-gu, all waste is collected through a source-separated disposal system across the entire district.\n\nsource : https://data.seoul.go.kr/dataList/374/S/2/datasetView.do"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,40588,2023,"Food Waste Management in Nowon-gu\n\nThe average daily generation of food waste in Nowon-gu amounts to 111.2 tons. All generated food waste is 100% collected and processed into compost, ensuring complete recovery and sustainable resource utilization.\n\nsource : https://data.seoul.go.kr/dataList/373/S/2/datasetView.do"
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),This data is not available to report,,,"As the Jungnang Water Reclamation Center jointly treats wastewater from 10 districts and sewage sludge from 14 districts, it is not possible to determine a separate wastewater volume for Nowon-gu."
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,100,2025,"All wastewater generated in Nowon-gu is 100% conveyed to the Jungnang Water Reclamation Center, where it undergoes advanced treatment before being discharged."
2025 Disclosure Cycle,779465,CDP,840192,Kandy Municipal Council,City,India,Sri Lanka,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,160,2025,Approximate figures 
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,143529.6,2024,"In our district, the calculation was based on packaging waste from recyclable materials collected at our collection points. Other materials such as textiles and batteries were not included in this calculation. The remaining collected waste is entirely sent to the metropolitan municipality's facilities. In 2024, approximately 1% of plastic-derived waste was separated through preliminary sorting and sent for recycling. The amount of organic waste was proportionally derived from the metropolitan municipality's data."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,-
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,1.06,2024,"In 2024, approximately 1% of plastic-derived waste was separated through preliminary sorting and sent for recycling by metropolitan municipality."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,4.59,2024,"In our district, the calculation was based on packaging waste from recyclable materials collected at our collection points. Other materials such as textiles and batteries were not included in this calculation."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,-
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,4.59,2024,"The packaging waste received at our collection points was collected from households, offices, and similar sources. Therefore, the percentage remains the same."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting state/regional data scaled to jurisdiction-level,68852.83,2024,The amount of organic waste was proportionally derived from the metropolitan municipality's data.
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,21799.845,2024,"There is no study conducted for keeping the relevant data. Therefore, the annual wastewater generation data has been obtained statistically by proportioning the city-wide data to the population."
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,"The data collection study for the relevant report value was not completed by the report date, therefore it cannot be reported."
2025 Disclosure Cycle,779465,CDP,840195,Laholm Municipality,City,Europe,Sweden,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,16265.0,2021.0,Data is from Kolada (Avfall Sverige) 618 kg/inhabitant *26 319 inhabitants
2025 Disclosure Cycle,779465,CDP,840228,"Town of Davie, FL",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,125984,2024,unit is expressed in short tons of municipal solid waste
